#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#wt_mn_flux: weighted mean flux at the center of the line (erg/s/cm^2)
#onesig_err_wt_mn_flux: 1 sigma uncertainty in weighted mean flux at the center of the line (erg/s/cm^2)
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means either the code was unable to fit the line OR the fit was below 3 sigma flux error at that point
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	significance	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u
rcs0327-U	CII1335b	3611.4778	1335.663	FINESTR	-0.0	57.5826	-1.43958698375e+17	1.35380831366e+16	1.1595e-30	1.0104e-15	-1.9666e-18	1.168e-18	1.6837	1.0	0.0	3611.5059	0.0	0.5807	1.7039	0.0
rcs0327-U	CII1335c	3611.5995	1335.708	EMISSION	-0.0346	56.3435	-1.57909696832e+17	1.42301888158e+16	6.0729e-19	9.8864e-16	-1.9666e-18	1.168e-18	2.2037	1.0	0.0643	3611.6275	200.2647	0.5807	1.7039	0.1499
rcs0327-U	NIV]1486	4019.3236	1486.5	EMISSION	-0.0	0.0672	-1.73322233948e+17	1.34283508055e+16	1.0047e-26	1.0746e-18	-5.6742e-19	1.1441e-18	0.49597	1.0	0.0	4019.3548	98044355.9397	0.6463	1.7039	65956.5126
rcs0327-U	SiII1533	4146.2201	1533.4312	FINESTR	-0.9539	0.1631	-3.44127681082e+17	1.26612139226e+16	1.4607e-17	2.4975e-18	-7.1441e-19	1.3638e-18	11.235	1.0	0.7054	4146.1879	0.1855	1.4585	1.7039	0.0001
rcs0327-U	HeII1640	4435.4973	1640.417	EMISSION	-0.5992	0.1607	-3.08066654629e+17	1.17536562308e+16	8.7214e-18	2.3393e-18	7.4542e-19	8.3081e-19	9.6003	1.0	0.3432	4435.4628	0.3849	1.8836	1.7039	0.0002
rcs0327-U	OIII]1660	4490.6349	1660.809	EMISSION	-0.1422	0.0979	-2.63001534335e+17	1.17415550146e+16	2.0412e-18	1.4063e-18	-7.1192e-19	2.2598e-18	1.2183	1.0	0.2124	4490.6329	0.3761	0.7221	1.7039	0.0002
rcs0327-U	OIII1666	4505.0763	1666.15	EMISSION	-0.0976	0.1359	-2.59561090755e+17	1.22324041644e+16	1.3967e-18	1.9447e-18	-7.1192e-19	2.2598e-18	0.9331	1.0	0.0812	4505.0413	1.3599	1.2967	1.7039	0.0008
rcs0327-U	SiIII1882	5090.6213	1882.707	EMISSION	-0.6266	0.1303	-4.03822088306e+17	1.12313736848e+16	8.1289e-18	1.69e-18	1.7894e-19	1.1129e-18	7.1435	1.0	0.33	5090.5818	0.3211	2.0481	1.7039	0.0002
rcs0327-U	SiIII1892	5115.8269	1892.029	EMISSION	-0.0989	0.0884	-3.36938531028e+17	1.13455441905e+16	1.2774e-18	1.1412e-18	5.8243e-19	2.284e-19	3.0428	1.0	0.1175	5115.7872	0.6137	0.9083	1.7039	0.0003
rcs0327-U	CIII]1906	5155.4497	1906.683	EMISSION	-1.5106	0.1282	-5.8391736086e+17	1.20989519423e+16	1.9379e-17	1.645e-18	2.7548e-19	7.2707e-19	26.275	1.0	1.046	5155.4096	0.0971	1.5577	1.7039	0.0001
rcs0327-U	CIII]1908	5160.9953	1908.734	EMISSION	-0.7851	0.1088	-4.84845395557e+17	1.19051435473e+16	1.0071e-17	1.3953e-18	2.7548e-19	7.2707e-19	13.473	1.0	0.7203	5160.9552	0.1231	1.1759	1.7039	0.0001
rcs0327-U	NII]2140	5786.3118	2140.0	EMISSION	-0.1294	0.1781	-4.19356814423e+17	1.7430118662e+16	1.3877e-18	1.91e-18	-8.3925e-19	1.1618e-18	1.9168	1.0	0.0569	5786.3567	2.5582	2.455	1.7039	0.0012
rcs0327-U	OIII2320	6277.5101	2321.664	EMISSION	-0.1018	0.2253	-5.50863753672e+17	2.02583046561e+16	9.9586e-19	2.2046e-18	2.518e-19	7.5813e-18	0.098144	1.0	0.0594	6277.5101	3.8817	1.8488	1.7039	0.0017
rcs0327-U	CII2323	6284.405	2324.214	EMISSION	-0.4403	33.934	-5.72048619771e+17	1.90745425776e+16	4.3039e-18	3.3174e-16	2.518e-19	7.5813e-18	0.53448	1.0	0.2598	6284.4046	109.6919	1.828	1.7039	0.0472
rcs0327-U	CII2325b	6287.62	2325.403	EMISSION	-1.1432	1069.4108	-7.71055957997e+17	2.40399096789e+16	1.1174e-17	1.0452e-14	2.518e-19	7.5813e-18	1.4406	1.0	0.6866	6287.6212	848.1447	1.796	1.7039	0.3647
rcs0327-U	CII2325c	6289.5397	2326.113	EMISSION	-0.7533	1043.2627	-7.70619470468e+17	2.61692024939e+16	7.3578e-18	1.019e-14	2.518e-19	7.5813e-18	0.9373	1.0	0.4474	6289.5404	1453.87	1.8161	1.7039	0.625
rcs0327-U	CII2325d	6293.6821	2327.645	EMISSION	-0.8781	43.7605	-7.21627777087e+17	2.06398493562e+16	8.5696e-18	4.2706e-16	2.518e-19	7.5813e-18	1.0971	1.0	0.519	6293.6816	27.7231	1.8252	1.7039	0.0119
rcs0327-U	CII2328	6296.9078	2328.838	EMISSION	-0.6912	21.7466	-6.74318184728e+17	2.19554501733e+16	6.7439e-18	2.1218e-16	2.518e-19	7.5813e-18	0.85633	1.0	0.4033	6296.9089	52.5934	1.8486	1.7039	0.0226
rcs0327-U	[OIII]2331	6303.024	2331.1	EMISSION	-1.8538	0.5612	-6.24346148318e+17	7.50285035188e+16	1.8063e-17	5.4679e-18	2.518e-19	7.5813e-18	2.3494	1.0	1.0818	6303.0214	0.7157	1.8485	1.7039	0.0003
rcs0327-U	SiII2335a	6313.9017	2335.123	EMISSION	-0.3217	12584.5763	-5.70295085526e+17	2.00818537658e+16	3.1252e-18	1.2227e-13	2.518e-19	7.5813e-18	0.379	1.0	0.1867	6313.9021	10144.043	1.8588	1.7039	4.3441
rcs0327-U	SiII2335b	6314.4371	2335.321	EMISSION	-0.1643	12584.8029	-5.68079938937e+17	2.00273274061e+16	1.5966e-18	1.2227e-13	2.518e-19	7.5813e-18	0.17738	1.0	0.0954	6314.4175	19882.8574	1.8589	1.7039	8.514
rcs0327-U	OII2470mid	6681.3704	2471.027	EMISSION	-0.8583	0.1354	-8.81785105993e+17	2.42012576375e+16	7.4823e-18	1.1802e-18	-2.1058e-19	1.077e-18	7.143	1.0	0.6739	6681.3185	0.1636	1.3738	1.7039	0.0001
S0004-0103	CII1334	3576.2797	1334.5323	ISM	1.5821	0.1004	-9.96588272717e+15	2.67401949216e+15	-6.1315e-17	3.8923e-18	-1.8384e-18	2.4143e-18	24.636	1.0	-1.1137	3576.6354	0.072	1.5187	1.6801	0.0001
S0004-0103	CII1335b	3581.0461	1335.663	FINESTR	-0.0	0.2496	-4.66607976746e+16	2.76127742566e+15	3.5018e-37	9.6586e-18	-1.8384e-18	2.4143e-18	0.76145	1.0	0.0	3581.4468	0.0	0.6253	1.6814	0.0
S0004-0103	CII1335c	3581.1667	1335.708	EMISSION	-0.0	0.2481	-4.66607976746e+16	2.76127742566e+15	6.2818e-37	9.5974e-18	-1.8384e-18	2.4143e-18	0.76145	1.0	0.0	3581.5674	0.0	0.6253	1.6814	0.0
S0004-0103	NIV]1486	3985.4551	1486.5	EMISSION	-0.0021	0.05	-8.42232437116e+16	2.22324413336e+15	8.208e-20	1.9231e-18	-2.9783e-19	1.5887e-18	0.23913	1.0	0.0033	3985.9011	12.3259	0.6959	1.6814	0.0083
S0004-0103	SiII1533	4111.2824	1533.4312	FINESTR	-0.1026	0.0538	-1.08086764321e+17	2.00352768452e+15	3.7457e-18	1.9634e-18	-2.2141e-18	1.9706e-18	3.0244	1.0	0.0906	4111.0561	0.4806	1.2104	1.681	0.0003
S0004-0103	HeII1640	4398.122	1640.417	EMISSION	-0.0655	0.0572	-1.09341049813e+17	1.79170647705e+15	2.3352e-18	2.0406e-18	3.7138e-18	5.9454e-19	-2.3188	1.0	0.0375	4398.6141	1.2259	1.8677	1.6814	0.0007
S0004-0103	OIII]1660	4452.795	1660.809	EMISSION	-0.1097	0.06	-1.13548194302e+17	1.88561723549e+15	3.8846e-18	2.1238e-18	-5.7543e-19	2.8748e-18	1.5514	1.0	0.0621	4452.2968	0.7775	1.8909	1.6808	0.0005
S0004-0103	OIII1666	4467.1148	1666.15	EMISSION	-0.1391	0.053	-1.06180029294e+17	1.80814421959e+15	4.9028e-18	1.8677e-18	-5.7543e-19	2.8748e-18	1.9056	1.0	0.1011	4467.2975	0.4247	1.4707	1.6812	0.0003
S0004-0103	SiIII1882	5047.7257	1882.707	EMISSION	-0.0043	0.0373	-1.4707261965e+17	2.18568684425e+15	1.2858e-19	1.1226e-18	9.7711e-19	1.8651e-18	-0.45496	1.0	0.0052	5048.2905	5.8133	0.8814	1.6814	0.0031
S0004-0103	SiIII1892	5072.719	1892.029	EMISSION	-0.0	0.0215	-1.23813209476e+17	2.03462407394e+15	2.0199e-26	6.4175e-19	-1.6139e-18	1.7502e-18	0.92211	1.0	0.0	5073.2866	37896780.9872	0.8858	1.6814	20029.7041
S0004-0103	CIII]1906	5112.0078	1906.683	EMISSION	-0.2384	0.0509	-1.53874291098e+17	2.1232349977e+15	7.0132e-18	1.4963e-18	-3.4977e-19	1.7873e-18	4.1195	1.0	0.1692	5111.7523	0.2398	1.5067	1.681	0.0001
S0004-0103	CIII]1908	5117.5067	1908.734	EMISSION	-0.2039	0.0515	-1.48599087422e+17	2.13239282644e+15	5.9832e-18	1.51e-18	-3.4977e-19	1.7873e-18	3.5433	1.0	0.1434	5118.0793	0.2849	1.5207	1.6814	0.0001
S0004-0103	NII]2140	5737.554	2140.0	EMISSION	-0.0	0.0302	-1.75308851603e+17	3.26281928186e+15	1.9132e-25	7.2917e-19	-1.5796e-18	3.9247e-19	4.0247	1.0	0.0	5738.196	4643118.3586	1.0019	1.6814	2169.6815
S0004-0103	OIII2320	6224.6134	2321.664	EMISSION	-0.0606	0.1066	-2.55307489773e+17	4.52648408449e+15	1.2697e-18	2.2311e-18	-2.4695e-18	6.5965e-18	0.56684	1.0	0.0245	6223.9169	3.5162	2.6433	1.6808	0.0015
S0004-0103	CII2323	6231.4502	2324.214	EMISSION	-0.0748	1.3867	-2.67991258599e+17	4.09726533196e+15	1.5598e-18	2.8904e-17	-2.4695e-18	6.5965e-18	0.61082	1.0	0.0446	6232.1336	43.8045	1.7954	1.6814	0.0188
S0004-0103	CII2325b	6234.638	2325.403	EMISSION	-0.0733	1.4749	-2.72684851158e+17	4.89338386394e+15	1.5262e-18	3.0713e-17	-2.4695e-18	6.5965e-18	0.60572	1.0	0.0688	6233.9409	2.5078	1.1393	1.6808	0.0011
S0004-0103	CII2325c	6236.5416	2326.113	EMISSION	-0.0887	0.1979	-2.76897346658e+17	5.78606861463e+15	1.8441e-18	4.1135e-18	-2.4695e-18	6.5965e-18	0.65392	1.0	0.0871	6237.2394	1.4913	1.089	1.6814	0.0006
S0004-0103	CII2325d	6240.649	2327.645	EMISSION	-0.1753	0.2197	-2.86056745917e+17	5.31073366598e+15	3.6368e-18	4.558e-18	-2.4695e-18	6.5965e-18	0.92568	1.0	0.172	6240.5937	0.903	1.0897	1.6811	0.0004
S0004-0103	CII2328	6243.8476	2328.838	EMISSION	-0.0469	0.1463	-2.70676448601e+17	4.94000034432e+15	9.7269e-19	3.0311e-18	-2.4695e-18	6.5965e-18	0.52181	1.0	0.0461	6243.315	4.3954	1.0903	1.6809	0.0019
S0004-0103	[OIII]2331	6249.9122	2331.1	EMISSION	-0.0	0.0521	-2.51646824172e+17	4.31266420589e+15	9.6525e-24	1.0765e-18	-2.4695e-18	6.5965e-18	0.37436	1.0	0.0	6249.2129	91695.7443	1.0913	1.6808	39.3358
S0004-0103	SiII2335a	6260.6983	2335.123	EMISSION	-0.1037	40.7037	-2.58173944514e+17	5.82389025707e+15	2.1319e-18	8.364e-16	-2.4695e-18	6.5965e-18	0.69754	1.0	0.0417	6259.9977	210.5851	2.6587	1.6808	0.0902
S0004-0103	SiII2335b	6261.2291	2335.321	EMISSION	-0.0	41.5242	-2.54571753771e+17	5.73947269261e+15	3.4662e-28	8.5294e-16	-2.4695e-18	6.5965e-18	0.37436	1.0	0.0	6260.5285	11240066181.5	2.6589	1.6808	4813071.1716
S0004-0103	OII2470mid	6625.0705	2471.027	EMISSION	-0.1745	0.0702	-3.53636294783e+17	5.60548126144e+15	3.0293e-18	1.2184e-18	1.0294e-19	5.1632e-19	5.6678	1.0	0.1045	6625.8118	0.5445	1.7866	1.6814	0.0002
S0033+0242	CIII977	3310.8277	977.02	EMISSION	-0.0	0.2207	-2.42185735456e+16	4.49267919024e+16	4.9062e-31	4.0751e-18	-1.1844e-18	3.5716e-18	0.33161	1.0	0.0	3311.2673	0.0	0.6148	2.3891	0.0
S0033+0242	NII1084	3675.2685	1084.5659	FINESTR	-0.0	0.0672	-1.00075821048e+17	1.34754490511e+16	1.0447e-31	1.3688e-18	2.9424e-18	3.584e-18	-0.82098	1.0	0.0	3675.7565	0.0	0.6824	2.3891	0.0
S0033+0242	NII1085	3678.545	1085.5328	FINESTR	-0.0	0.0669	-1.14242209189e+17	1.30673913874e+16	2.3847e-32	1.3651e-18	2.9424e-18	3.584e-18	-0.82098	1.0	0.0	3679.0335	0.0	0.683	2.3891	0.0
S0033+0242	CII1334	4522.5965	1334.5323	ISM	0.3811	0.1427	-1.46127941603e+17	7.95174245057e+15	-8.5299e-18	3.1949e-18	-2.4158e-19	2.4035e-18	3.4484	1.0	-0.2683	4521.4307	0.5328	1.9206	2.388	0.0004
S0033+0242	CII1335b	4526.1612	1335.663	FINESTR	-0.0	0.1041	-1.38050353094e+17	7.53949864676e+15	4.9912e-139	2.3243e-18	-2.4158e-19	2.4035e-18	0.10051	1.0	0.0	4525.5602	0.0	1.1828	2.3883	0.0
S0033+0242	CII1335c	4526.3137	1335.708	EMISSION	-0.0	0.1098	-1.5699552038e+17	7.90088548255e+15	1.3767e-52	2.4484e-18	-2.4158e-19	2.4035e-18	0.10051	1.0	0.0	4526.9148	0.0	1.9221	2.3891	0.0
S0033+0242	NIV]1486	5037.3026	1486.5	EMISSION	-0.3146	0.1104	-2.37780230326e+17	7.57208171318e+15	6.5318e-18	2.2919e-18	4.031e-18	2.3834e-18	1.0492	1.0	0.1988	5037.9715	0.5694	2.1391	2.3891	0.0004
S0033+0242	SiII1533	5196.3383	1533.4312	FINESTR	-0.0	0.0399	-1.95097434138e+17	7.89580147054e+15	1.5714e-28	7.9257e-19	-6.8062e-18	1.0455e-18	6.5102	1.0	0.0	5197.0284	7356878717.09	0.9649	2.3891	4797658.165
S0033+0242	HeII1640	5558.8811	1640.417	EMISSION	-0.5692	0.1232	-2.91910295686e+17	8.66196471122e+15	1.1247e-17	2.4347e-18	2.2081e-18	4.3191e-18	2.0927	1.0	0.326	5559.6193	0.3839	2.3606	2.3891	0.0002
S0033+0242	OIII]1660	5627.9835	1660.809	EMISSION	-0.094	0.0811	-2.63555459062e+17	8.8403074706e+15	1.8518e-18	1.5981e-18	-6.2332e-18	9.2809e-18	0.87114	1.0	0.1216	5627.8121	0.6814	1.045	2.3886	0.0004
S0033+0242	OIII1666	5646.0825	1666.15	EMISSION	-0.274	0.1216	-3.01064700875e+17	9.34278572179e+15	5.4187e-18	2.4046e-18	-6.2332e-18	9.2809e-18	1.2555	1.0	0.1615	5645.3327	0.7674	2.2937	2.3883	0.0005
S0033+0242	SiIII1882	6379.9292	1882.707	EMISSION	-0.0	0.0525	-2.74145975587e+17	1.08291840087e+16	6.121e-27	9.5124e-19	-1.4051e-19	1.9164e-18	0.073323	1.0	0.0	6380.7764	249588232.598	1.1847	2.3891	132568.8132
S0033+0242	SiIII1892	6411.5187	1892.029	EMISSION	-0.0	0.0468	-3.0567234059e+17	1.0587771839e+16	2.4125e-30	8.3448e-19	-8.8731e-19	8.8693e-19	1.0004	1.0	0.0	6412.3701	0.0	1.1905	2.3891	0.0
S0033+0242	CIII]1906	6461.1767	1906.683	EMISSION	-0.9245	0.2461	-4.74128331916e+17	1.17426334917e+16	1.613e-17	4.294e-18	-1.2779e-18	1.325e-18	13.138	1.0	0.4555	6461.0024	0.8187	2.7438	2.3886	0.0004
S0033+0242	CIII]1908	6468.1269	1908.734	EMISSION	-1.463	0.2735	-5.46781721292e+17	1.49526411256e+16	2.5427e-17	4.7537e-18	-1.2779e-18	1.325e-18	20.155	1.0	0.72	6468.3692	0.5476	2.7468	2.3888	0.0003
S0033+0242	NII]2140	7251.818	2140.0	EMISSION	-0.0	0.0593	-3.13654152015e+17	1.31763163612e+16	1.0501e-28	1.0906e-18	-8.2417e-19	3.6629e-18	0.22501	1.0	0.0	7252.781	19142438497.0	1.3466	2.3891	8945064.7182
S0033+0242	OIII2320	7867.4228	2321.664	EMISSION	-0.0065	0.4914	-2.79465629516e+17	1.07153119333e+16	1.5082e-19	1.1422e-17	1.8077e-18	4.0852e-18	-0.40558	1.0	0.006	7868.4675	51.7107	1.4609	2.3891	0.0223
S0033+0242	CII2323	7876.064	2324.214	EMISSION	-0.1798	2.6227	-3.16645195168e+17	1.23690439087e+16	4.1937e-18	6.1174e-17	1.8077e-18	4.0852e-18	0.58408	1.0	0.0727	7875.0181	36.8784	3.3447	2.3883	0.0159
S0033+0242	CII2325b	7880.0931	2325.403	EMISSION	-0.123	1.4103	-3.11765731393e+17	1.27613678579e+16	2.8756e-18	3.298e-17	1.8077e-18	4.0852e-18	0.26142	1.0	0.1136	7879.0467	2.2104	1.4632	2.3883	0.001
S0033+0242	CII2325c	7882.4991	2326.113	EMISSION	-0.2109	0.4553	-3.48271015023e+17	1.4822774111e+16	4.9537e-18	1.0691e-17	1.8077e-18	4.0852e-18	0.77012	1.0	0.1948	7883.5459	1.7636	1.4637	2.3891	0.0008
S0033+0242	CII2325d	7887.6906	2327.645	EMISSION	-0.2234	7.5773	-3.76048104468e+17	1.222248258e+16	5.2776e-18	1.79e-16	1.8077e-18	4.0852e-18	0.8494	1.0	0.2062	7888.7381	38.7579	1.4646	2.3891	0.0167
S0033+0242	CII2328	7891.7333	2328.838	EMISSION	-0.083	7.7548	-3.15832360941e+17	1.59995973637e+16	1.9672e-18	1.8376e-16	1.8077e-18	4.0852e-18	0.03905	1.0	0.0766	7890.6854	102.4031	1.4654	2.3883	0.044
S0108+0624	NII1084	3156.3145	1084.5659	FINESTR	-0.0	0.1085	-1.26473754727e+14	2.39199203363e+15	-1.1218e-31	-1.3475e-17	1.9217e-16	2.0519e-16	-0.93654	1.0	0.0	3156.4121	0.0	0.3586	1.9103	0.0
S0108+0624	NII1085	3159.1284	1085.5328	FINESTR	-0.0	0.241	2.70925209519e+14	3.74809556746e+15	-2.369e-24	-2.6523e-17	1.9217e-16	2.0519e-16	-0.93654	1.0	0.0	3159.0307	3097389.2632	0.3589	1.9101	2853.3355
S0108+0624	CII1334	3880.2861	1334.5323	ISM	1.1262	0.1228	-1.88798081907e+16	2.09428466499e+15	-5.4275e-17	5.9205e-18	1.6971e-19	6.4878e-18	8.3918	1.0	-0.7928	3881.4731	0.1339	1.6478	1.9085	0.0001
S0108+0624	CII1335b	3887.0598	1335.663	FINESTR	-0.0	0.5147	-4.54539436202e+16	2.27762798862e+15	4.2015e-34	2.4753e-17	1.6971e-19	6.4878e-18	-0.026158	1.0	0.0	3887.18	0.0	1.6219	1.9103	0.0
S0108+0624	CII1335c	3887.1908	1335.708	EMISSION	-0.1535	0.3431	-4.54539436202e+16	2.27762798862e+15	7.3812e-18	1.6498e-17	1.6971e-19	6.4878e-18	1.1115	1.0	0.1845	3887.311	0.4533	0.9657	1.9103	0.0003
S0108+0624	NIV]1486	4326.0272	1486.5	EMISSION	-0.0043	0.0839	-5.55125687128e+16	2.15490654657e+15	1.7184e-19	3.3588e-18	2.3455e-19	1.3811e-18	-0.045403	1.0	0.0034	4326.1609	21.4599	1.4465	1.9103	0.0144
S0108+0624	SiII1533	4462.6068	1533.4312	FINESTR	-0.2744	0.0602	-7.0087514131e+16	2.26567157469e+15	1.0266e-17	2.2519e-18	-3.1912e-18	2.3865e-18	5.6388	1.0	0.4158	4462.7448	0.1271	0.7663	1.9103	0.0001
S0108+0624	HeII1640	4773.958	1640.417	EMISSION	-0.4961	0.0887	-7.69380592145e+16	2.27630144372e+15	1.7016e-17	3.0433e-18	2.4573e-18	1.9635e-18	7.4149	1.0	0.2841	4774.1056	0.2733	2.0273	1.9103	0.0002
S0108+0624	OIII]1660	4833.303	1660.809	EMISSION	-0.0433	0.0538	-8.13650375999e+16	2.58988774478e+15	1.4561e-18	1.811e-18	-1.206e-18	1.7633e-18	1.5097	1.0	0.0711	4833.1535	0.6602	0.7059	1.9101	0.0004
S0108+0624	OIII1666	4848.8464	1666.15	EMISSION	-0.0	0.0256	-7.89247213701e+16	2.63846041478e+15	4.0545e-27	8.5829e-19	-5.2144e-18	8.5229e-18	0.61182	1.0	0.0	4848.6964	164505121.882	0.5509	1.9101	98733.6806
S0108+0624	SiIII1882	5479.0727	1882.707	EMISSION	-0.1972	0.0544	-1.16703565111e+17	2.88324545441e+15	5.5618e-18	1.5332e-18	-4.6785e-19	1.5636e-18	3.8562	1.0	0.254	5479.2422	0.1884	0.9016	1.9103	0.0001
S0108+0624	SiIII1892	5506.2017	1892.029	EMISSION	-0.0457	0.0451	-1.03880872982e+17	2.90064914316e+15	1.2786e-18	1.2619e-18	-1.1569e-18	2.3727e-18	1.0265	1.0	0.0849	5506.0947	0.467	0.6255	1.9102	0.0002
S0108+0624	CIII]1906	5548.8479	1906.683	EMISSION	-1.3421	0.0902	-1.80556591181e+17	3.27180772041e+15	3.7209e-17	2.4995e-18	1.8081e-18	1.4926e-18	23.718	1.0	0.9601	5548.7165	0.0817	1.623	1.9101	0.0
S0108+0624	CIII]1908	5554.8168	1908.734	EMISSION	-0.8115	0.087	-1.42105649569e+17	3.13520504519e+15	2.2483e-17	2.4095e-18	1.8081e-18	1.4926e-18	13.852	1.0	0.5754	5554.9886	0.1305	1.6375	1.9103	0.0001
S0108+0624	NII]2140	6227.8494	2140.0	EMISSION	-0.3164	0.1039	-1.38259245661e+17	3.84603040202e+15	7.3082e-18	2.4002e-18	7.5959e-19	1.6625e-18	3.9391	1.0	0.1389	6228.042	0.6607	2.6447	1.9103	0.0003
S0108+0624	CII2325b	6767.4111	2325.403	EMISSION	-0.5827	0.8388	-2.48216595727e+17	5.72036551962e+15	1.1302e-17	1.627e-17	-7.8391e-19	3.9515e-18	3.0586	1.0	0.2354	6767.2018	6.1658	2.8739	1.9101	0.0027
S0108+0624	CII2325c	6769.4773	2326.113	EMISSION	-0.4181	0.7133	-2.46056797876e+17	5.37420274057e+15	8.11e-18	1.3838e-17	-7.8391e-19	3.9515e-18	2.2508	1.0	0.3711	6769.6828	0.3711	1.3081	1.9103	0.0002
S0108+0624	CII2325d	6773.9358	2327.645	EMISSION	-0.266	0.1642	-2.19042615771e+17	5.3322335126e+15	5.1573e-18	3.1841e-18	-7.8391e-19	3.9515e-18	1.5035	1.0	0.3475	6773.7609	0.2945	0.8886	1.9101	0.0001
S0108+0624	CII2328	6777.4076	2328.838	EMISSION	-0.4128	0.1586	-2.01518685124e+17	5.32080352547e+15	7.9961e-18	3.0727e-18	-7.8391e-19	3.9515e-18	2.2219	1.0	0.2236	6777.6172	0.7151	2.1432	1.9103	0.0003
S0108+0624	[OIII]2331	6783.9905	2331.1	EMISSION	-0.0698	0.0596	-1.74596919287e+17	5.24340039521e+15	1.3494e-18	1.1522e-18	-7.8391e-19	3.9515e-18	0.53987	1.0	0.1052	6784.2003	0.4991	0.7707	1.9103	0.0002
S0108+0624	SiII2335a	6795.6983	2335.123	EMISSION	-0.1335	0.2209	-1.84368459429e+17	5.30404332956e+15	2.5702e-18	4.2536e-18	-7.8391e-19	3.9515e-18	0.84882	1.0	0.1031	6795.4881	0.8847	1.5031	1.9101	0.0004
S0108+0624	SiII2335b	6796.2745	2335.321	EMISSION	-0.0	0.3232	-1.82963221968e+17	5.2970040532e+15	1.2926e-27	6.2208e-18	-7.8391e-19	3.9515e-18	0.19838	1.0	0.0	6796.4826	7208517268.23	2.7975	1.9103	3086735.0862
S0108+0624	OII2470mid	7191.2075	2471.027	EMISSION	-0.2135	0.0849	-2.080144946e+17	7.09314672285e+15	3.6831e-18	1.4644e-18	-2.2693e-18	9.2423e-19	6.4404	1.0	0.224	7191.4299	0.3307	1.1065	1.9103	0.0001
S0900+2234	NII1084	3289.0545	1084.5659	FINESTR	-0.0	0.0824	-5.72850535895e+16	6.40423396991e+15	8.3686e-35	3.8904e-18	1.398e-18	2.4082e-18	-0.58052	1.0	0.0	3289.3797	0.0	0.6102	2.0329	0.0
S0900+2234	NII1085	3291.9868	1085.5328	FINESTR	-0.0	0.1629	-5.97635509043e+16	6.70219420982e+15	1.5783e-24	7.6296e-18	1.398e-18	2.4082e-18	-0.58052	1.0	0.0	3291.6611	2146939.3842	0.6107	2.0323	1977.7748
S0900+2234	CII1334	4045.6347	1334.5323	ISM	0.9496	0.0704	-4.06522462093e+16	2.02840573581e+15	-3.9593e-17	2.937e-18	-6.6148e-19	2.7204e-18	14.311	1.0	-0.6685	4045.9837	0.0955	1.718	2.0318	0.0001
S0900+2234	CII1335b	4050.5316	1335.663	FINESTR	-0.0	17.0545	-7.79238036024e+16	2.1395224371e+15	1.6435e-27	7.092e-16	-6.6148e-19	2.7204e-18	0.24316	1.0	0.0	4050.9323	29957409713.6	0.7515	2.0329	22428868.4448
S0900+2234	CII1335c	4050.6681	1335.708	EMISSION	-0.0	17.0676	-7.79238036024e+16	2.1395224371e+15	4.0011e-27	7.0974e-16	-6.6148e-19	2.7204e-18	0.24316	1.0	0.0	4051.0688	12247513996.1	0.7515	2.0329	9169304.9649
S0900+2234	NIV]1486	4507.9599	1486.5	EMISSION	-0.0491	0.0649	-1.24662449392e+17	2.52281481335e+15	1.6331e-18	2.1594e-18	-3.6103e-19	2.8158e-18	0.7082	1.0	0.031	4508.4058	1.9109	1.9144	2.0329	0.0013
S0900+2234	SiII1533	4650.2835	1533.4312	FINESTR	-0.0	0.0229	-1.34334932407e+17	2.73501037703e+15	3.4804e-30	6.9184e-19	-3.859e-18	2.8733e-18	1.3431	1.0	0.0	4650.233	0.0	0.8627	2.0326	0.0
S0900+2234	HeII1640	4974.7286	1640.417	EMISSION	-0.0	0.0232	-1.44397574572e+17	2.95136153641e+15	3.2749e-28	6.6642e-19	1.03e-18	8.2501e-19	-1.2484	1.0	0.0	4975.2207	2680738883.52	0.9229	2.0329	1634181.3597
S0900+2234	OIII]1660	5036.5694	1660.809	EMISSION	-0.0326	0.0415	-1.73804766772e+17	2.81501416191e+15	9.2194e-19	1.176e-18	-8.8604e-19	2.7487e-18	0.65775	1.0	0.0387	5036.0711	0.9812	1.0187	2.0323	0.0006
