#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#wt_mn_flux: weighted mean flux at the center of the line (erg/s/cm^2)
#onesig_err_wt_mn_flux: 1 sigma uncertainty in weighted mean flux at the center of the line (erg/s/cm^2)
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means either the code was unable to fit the line OR the fit was below 3 sigma flux error at that point
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	significance	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u
S0900+2234	OIII1666	5052.7665	1666.15	EMISSION	-0.133	0.0486	-1.70717044679e+17	2.65891215483e+15	3.7466e-18	1.3695e-18	-8.8604e-19	2.7487e-18	1.6854	1.0	0.1101	5052.2666	0.4029	1.4615	2.0323	0.0002
S0900+2234	SiIII1882	5709.4972	1882.707	EMISSION	-0.0036	0.0535	-2.2093102459e+17	4.70385939922e+15	7.6712e-20	1.1477e-18	-6.5729e-19	3.6672e-18	0.20015	1.0	0.0041	5710.0621	12.0036	1.0592	2.0329	0.0064
S0900+2234	SiIII1892	5737.7671	1892.029	EMISSION	-0.0	0.0307	-2.13494607501e+17	5.07283260498e+15	7.5435e-29	6.4869e-19	-7.1518e-19	7.6507e-19	0.93478	1.0	0.0	5738.3348	11625346249.0	1.0645	2.0329	6144380.5824
S0900+2234	CIII]1906	5782.2069	1906.683	EMISSION	-0.1362	0.0726	-2.74316952921e+17	5.42148475933e+15	2.8282e-18	1.5074e-18	-1.7484e-18	1.0599e-18	4.3178	1.0	0.0989	5781.6349	0.6665	1.6656	2.0323	0.0003
S0900+2234	CIII]1908	5788.4267	1908.734	EMISSION	-0.1819	0.0694	-2.78236032329e+17	5.46177504606e+15	3.7706e-18	1.4385e-18	-1.7484e-18	1.0599e-18	5.2069	1.0	0.1478	5788.9723	0.426	1.4892	2.0329	0.0002
S0900+2234	NII]2140	6489.764	2140.0	EMISSION	-0.0838	0.1077	-3.7452457974e+17	8.65841262163e+15	1.3295e-18	1.7096e-18	-6.5118e-19	9.6035e-19	2.0625	1.0	0.0368	6490.406	2.6787	2.7559	2.0329	0.0013
S0900+2234	OIII2320	7040.6782	2321.664	EMISSION	-0.0264	0.0838	-4.4222832063e+17	1.15306280264e+16	3.5092e-19	1.116e-18	-1.367e-18	6.1268e-19	2.8039	1.0	0.0244	7041.3747	3.1571	1.3062	2.0329	0.0014
S0900+2234	CII2323	7048.4114	2324.214	EMISSION	-0.0	0.0549	-4.77320495429e+17	1.43011560117e+16	1.5737e-28	7.2917e-19	-1.367e-18	6.1268e-19	2.2311	1.0	0.0	7047.8434	8612783915.41	1.3078	2.0324	3705675.947
S0900+2234	CII2325b	7052.0171	2325.403	EMISSION	-0.0	1.5586	-4.95546637815e+17	1.45533349023e+16	6.0901e-25	2.0653e-17	-1.367e-18	6.1268e-19	2.2311	1.0	0.0	7052.6676	26756213.4156	1.3637	2.0329	11506.0544
S0900+2234	CII2325c	7054.1703	2326.113	EMISSION	-0.1	1.3177	-5.08965271264e+17	1.3584977099e+16	1.3244e-18	1.7448e-17	-1.367e-18	6.1268e-19	4.3927	1.0	0.0925	7054.3876	14.1857	1.3087	2.0327	0.0061
S0900+2234	CII2325d	7058.8162	2327.645	EMISSION	-0.0685	0.1952	-4.94825799855e+17	1.25960645575e+16	9.0494e-19	2.5799e-18	-1.367e-18	6.1268e-19	3.7082	1.0	0.0633	7058.3344	3.5795	1.3096	2.0324	0.0015
S0900+2234	CII2328	7062.4341	2328.838	EMISSION	-0.0517	0.1038	-4.91893969644e+17	1.27804601442e+16	6.8206e-19	1.3686e-18	-1.367e-18	6.1268e-19	3.3444	1.0	0.0477	7063.1328	2.0078	1.3102	2.0329	0.0009
S0900+2234	OII2470mid	7493.6365	2471.027	EMISSION	-0.0	0.1013	-5.34683783962e+17	1.65981843917e+16	3.3099e-25	1.2204e-18	-2.6532e-18	8.1966e-19	3.2369	1.0	0.0	7492.8952	3932587.334	1.3902	2.0323	1591.4789
S0957+0509	NII1084	3058.9314	1084.5659	FINESTR	-29.7524	3.8857	-5.68106086128e+17	1.17345159246e+16	4.0088e-15	5.2355e-16	0.0	7.9327e-17	50.534	1.0	25.7712	3058.8672	0.2215	1.299	1.8204	0.0002
S0957+0509	NII1085	3061.6584	1085.5328	FINESTR	-66.7613	4.1331	-7.83902017171e+17	1.35520052259e+16	8.7042e-15	5.3887e-16	0.0	7.9327e-17	109.73	1.0	57.7763	3061.7887	0.1008	1.3002	1.8205	0.0001
S0957+0509	CII1334	3763.3944	1334.5323	ISM	1.5503	0.3132	-8.34871070899e+15	1.05596838236e+16	-4.0916e-17	8.2652e-18	-6.481e-19	5.8635e-18	6.8675	1.0	-1.0913	3763.3994	0.235	1.5982	1.82	0.0002
S0957+0509	CII1335b	3767.1306	1335.663	FINESTR	-0.0	0.5449	-5.3749024651e+16	1.0670356808e+16	2.0336e-30	1.4415e-17	-6.481e-19	5.8635e-18	0.11053	1.0	0.0	3766.9704	0.0	0.5204	1.8203	0.0
S0957+0509	CII1335c	3767.2576	1335.708	EMISSION	-0.0	0.5288	-6.55701856328e+16	1.12948955622e+16	8.269e-33	1.3985e-17	-6.481e-19	5.8635e-18	0.11053	1.0	0.0	3767.0973	0.0	0.5204	1.8203	0.0
S0957+0509	NIV]1486	4192.5543	1486.5	EMISSION	-0.1627	0.195	-1.16836009181e+17	8.38879147878e+15	3.7498e-18	4.4955e-18	-2.9444e-19	3.0552e-18	1.3237	1.0	0.1028	4192.7327	1.6394	1.7804	1.8205	0.0011
S0957+0509	SiII1533	4324.92	1533.4312	FINESTR	-0.2105	0.1485	-1.29743659222e+17	8.2734997673e+15	4.5017e-18	3.1759e-18	-3.0696e-18	1.4614e-18	5.1808	1.0	0.1946	4325.104	0.656	1.2175	1.8205	0.0004
S0957+0509	HeII1640	4626.6649	1640.417	EMISSION	-0.2702	0.1021	-1.76123428155e+17	8.51074022727e+15	5.4702e-18	2.0669e-18	1.5265e-20	5.6119e-19	9.7204	1.0	0.4631	4626.478	0.1874	0.6566	1.8203	0.0001
S0957+0509	OIII]1660	4684.1789	1660.809	EMISSION	-0.0913	0.0907	-1.52890684134e+17	7.6549249359e+15	1.8316e-18	1.8197e-18	-1.8428e-18	1.6872e-18	2.1777	1.0	0.1587	4683.9796	0.4848	0.6471	1.8203	0.0003
S0957+0509	OIII1666	4699.2428	1666.15	EMISSION	-0.5053	0.1272	-2.10910752495e+17	7.97054003219e+15	1.0132e-17	2.5513e-18	-3.4175e-18	3.5215e-18	3.8475	1.0	0.4215	4699.4427	0.2573	1.349	1.8205	0.0002
S0957+0509	SiIII1882	5310.0245	1882.707	EMISSION	-0.4217	0.1268	-2.76078212777e+17	1.19871797416e+16	6.7116e-18	2.0174e-18	-7.252e-19	2.8519e-18	2.6077	1.0	0.4899	5309.9199	0.2212	0.9686	1.8204	0.0001
S0957+0509	SiIII1892	5336.3164	1892.029	EMISSION	-0.2752	0.1106	-2.39622467195e+17	1.19739218489e+16	4.3444e-18	1.7454e-18	-1.5045e-18	1.8797e-18	3.1115	1.0	0.42	5336.5359	0.2238	0.7372	1.8205	0.0001
S0957+0509	CIII]1906	5377.6469	1906.683	EMISSION	-1.3214	0.1513	-4.01262133026e+17	1.27362230469e+16	2.057e-17	2.3548e-18	-1.0904e-18	2.4639e-18	8.7911	1.0	1.1428	5377.7883	0.1119	1.3011	1.8205	0.0001
S0957+0509	CIII]1908	5383.4315	1908.734	EMISSION	-0.6004	0.1122	-3.1438627359e+17	1.23070613937e+16	9.3315e-18	1.7436e-18	-1.0904e-18	2.4639e-18	4.2298	1.0	0.9084	5383.4784	0.1043	0.7437	1.8204	0.0001
S0957+0509	NII]2140	6035.6988	2140.0	EMISSION	-0.0751	0.1338	-3.10477605367e+17	1.72605257835e+16	9.9354e-19	1.7704e-18	-1.9863e-18	1.0089e-18	2.9537	1.0	0.0938	6035.442	1.2196	0.9003	1.8203	0.0006
S0957+0509	OIII2320	6548.0676	2321.664	EMISSION	-0.0623	0.2166	-3.86567485288e+17	2.63343994943e+16	6.3918e-19	2.2237e-18	-2.1984e-18	1.3166e-18	2.1553	1.0	0.0423	6547.789	4.4208	1.6543	1.8203	0.0019
S0957+0509	CII2323	6555.2596	2324.214	EMISSION	-0.0193	0.357	-4.47694343088e+17	3.51960522908e+16	1.9664e-19	3.6441e-18	-2.1984e-18	1.3166e-18	1.8192	1.0	0.0149	6554.9815	26.737	1.4547	1.8203	0.0115
S0957+0509	CII2325b	6558.6131	2325.403	EMISSION	-0.2179	0.4196	-4.99492129391e+17	2.8631393833e+16	2.2173e-18	4.271e-18	-2.1984e-18	1.3166e-18	3.354	1.0	0.2706	6558.3431	1.357	0.906	1.8203	0.0006
S0957+0509	CII2325c	6560.6156	2326.113	EMISSION	-0.1442	0.5489	-4.60059220272e+17	2.43813296752e+16	1.4662e-18	5.5818e-18	-2.1984e-18	1.3166e-18	2.7835	1.0	0.1605	6560.8948	2.4041	1.0111	1.8205	0.001
S0957+0509	CII2325d	6564.9365	2327.645	EMISSION	-0.6078	12.246	-5.51365260128e+17	3.58359476751e+16	6.1674e-18	1.2427e-16	-2.1984e-18	1.3166e-18	6.3542	1.0	0.3691	6565.2158	20.8022	1.8526	1.8205	0.0089
S0957+0509	CII2328	6568.3013	2328.838	EMISSION	-0.0181	11.2798	-4.34808180114e+17	2.56602413833e+16	1.8295e-19	1.1429e-16	-2.1984e-18	1.3166e-18	1.8088	1.0	0.0094	6568.0218	1424.7705	2.154	1.8203	0.6118
S0957+0509	[OIII]2331	6574.6811	2331.1	EMISSION	-0.0502	0.1725	-4.40129803959e+17	2.63865109082e+16	5.0603e-19	1.7402e-18	-2.1984e-18	1.3166e-18	2.0542	1.0	0.0621	6574.4013	2.512	0.9083	1.8203	0.0011
S0957+0509	SiII2335a	6586.0276	2335.123	EMISSION	-0.0	0.1912	-3.41148767101e+17	2.48361293236e+16	2.5091e-59	1.9247e-18	-2.1984e-18	1.3166e-18	1.6698	1.0	0.0	6586.3078	0.0	0.9099	1.8205	0.0
S0957+0509	SiII2335b	6586.5861	2335.321	EMISSION	-0.0	0.1885	-3.87200075204e+17	2.61853679366e+16	6.9694e-72	1.898e-18	-2.1984e-18	1.3166e-18	1.6698	1.0	0.0	6586.8648	0.0	0.91	1.8205	0.0
S0957+0509	OII2470mid	6969.334	2471.027	EMISSION	-0.3863	0.251	-5.82506657845e+17	3.40798782269e+16	3.3318e-18	2.1647e-18	2.1299e-19	1.1393e-18	2.7375	1.0	0.2132	6969.6305	1.0398	2.0392	1.8205	0.0004
S1050+0017	CIII977	4519.0106	977.02	EMISSION	-0.0234	0.8641	-2.10226594459e+17	5.75986180154e+17	9.8329e-20	3.624e-18	1.1181e-18	1.7325e-18	-0.58863	1.0	0.0894	4517.2739	13.547	0.4838	3.6235	0.0139
S1050+0017	NII1084	5016.4427	1084.5659	FINESTR	-2.4088	0.5058	-1.33727289447e+18	2.13118391028e+17	1.5499e-17	3.2548e-18	-1.6538e-19	2.9008e-18	5.3999	1.0	8.277	5015.3969	0.0836	0.537	3.6243	0.0001
S1050+0017	NII1085	5020.9149	1085.5328	FINESTR	-0.0	0.2451	-3.42353602951e+17	2.05185449961e+17	7.2968e-33	1.5559e-18	-1.6538e-19	2.9008e-18	0.05701	1.0	0.0	5023.5201	0.0	0.5375	3.6277	0.0
S1050+0017	CII1334	6170.3435	1334.5323	ISM	2.5476	1.4636	-1.607596316e+16	1.55663888535e+17	-1.8596e-17	1.0683e-17	6.0545e-20	1.9545e-18	9.545	1.0	-1.7933	6173.7658	0.7888	2.6203	3.6262	0.0006
S1050+0017	CII1335b	6177.8421	1335.663	FINESTR	-0.3446	0.5426	-1.76994375105e+17	1.57037290611e+17	2.5218e-18	3.9707e-18	6.0545e-20	1.9545e-18	1.2593	1.0	0.9615	6174.6365	0.5998	0.6613	3.6229	0.0004
S1050+0017	CII1335c	6178.0502	1335.708	EMISSION	-0.1696	0.4984	-1.11436461446e+17	1.44998635255e+17	1.245e-18	3.6592e-18	6.0545e-20	1.9545e-18	0.60599	1.0	0.288	6181.2559	2.4408	1.0864	3.6277	0.0018
S1050+0017	NIV]1486	6875.5085	1486.5	EMISSION	-0.4245	0.5491	-7.34289606929e+17	1.92402468938e+17	2.6797e-18	3.4665e-18	-3.7301e-19	2.4931e-18	1.2244	1.0	0.6657	6875.9229	1.1452	1.1765	3.6256	0.0008
S1050+0017	SiII1533	7092.5793	1533.4312	FINESTR	-0.694	0.562	-9.55146046233e+17	2.47214310505e+17	4.273e-18	3.4599e-18	-1.5964e-18	1.4391e-18	4.0785	1.0	1.5327	7092.883	0.5144	0.8356	3.6255	0.0003
S1050+0017	HeII1640	7587.4208	1640.417	EMISSION	-0.3097	0.3565	-3.06877514543e+17	1.3563999697e+17	3.2178e-18	3.7041e-18	-2.4019e-18	2.0695e-18	2.7155	1.0	0.7035	7585.4495	0.7045	0.8122	3.6241	0.0004
S1050+0017	OIII]1660	7681.7399	1660.809	EMISSION	-0.0	0.1763	-2.36067094362e+17	7.16083115809e+16	2.7558e-27	2.0481e-18	-5.4149e-18	2.41e-18	2.2469	1.0	0.0	7685.7142	877421214.991	0.8223	3.6277	528309.5257
S1050+0017	OIII1666	7706.4436	1666.15	EMISSION	-0.7059	0.5015	-4.9718261956e+17	7.8255721795e+16	8.6378e-18	6.1361e-18	-2.5471e-18	7.2101e-18	1.5513	1.0	0.7372	7706.8774	0.9389	1.7669	3.6256	0.0006
Horseshoe	CIII977	3303.4512	977.02	EMISSION	-0.0	0.3229	-3.33276186438e+16	8.60581292419e+16	4.0441e-31	4.8242e-18	-4.0242e-18	4.6807e-18	0.85974	1.0	0.0	3303.0994	0.0	0.4211	2.3808	0.0
Horseshoe	NII1084	3667.08	1084.5659	FINESTR	-0.2124	0.2486	-2.00804108329e+17	4.19616599719e+16	2.6747e-18	3.1314e-18	-2.1673e-18	2.5361e-18	1.9092	1.0	0.6128	3667.4704	0.4153	0.4675	2.3815	0.0004
Horseshoe	NII1085	3670.3492	1085.5328	FINESTR	-0.0	0.1298	-8.48923896564e+16	3.78691228137e+16	2.5501e-33	1.6255e-18	-2.1673e-18	2.5361e-18	0.85455	1.0	0.0	3670.74	0.0	0.4679	2.3815	0.0
Horseshoe	CII1334	4509.1177	1334.5323	ISM	1.699	0.242	-2.72644502324e+16	2.27631603697e+16	-1.9887e-17	2.832e-18	-7.2027e-19	2.7639e-19	69.347	1.0	-1.196	4509.6567	0.207	1.9148	2.3792	0.0002
Horseshoe	CII1335b	4516.077	1335.663	FINESTR	-0.0	28.9653	-1.76609459198e+17	2.3797497367e+16	2.723e-30	3.3833e-16	-7.2027e-19	2.7639e-19	2.606	1.0	0.0	4516.5578	1.16107856651e+11	0.5757	2.3815	86929005.7826
Horseshoe	CII1335c	4516.2291	1335.708	EMISSION	-0.0143	27.984	-1.76609459198e+17	2.3797497367e+16	1.6707e-19	3.2687e-16	-7.2027e-19	2.7639e-19	3.2105	1.0	0.0335	4516.71	302.3526	0.5758	2.3815	0.2264
Horseshoe	NIV]1486	5026.0795	1486.5	EMISSION	-0.0673	0.1315	-2.60954234578e+17	2.51467693402e+16	6.9989e-19	1.3674e-18	-2.3654e-19	8.4772e-19	1.1047	1.0	0.1417	5025.5443	0.9475	0.6408	2.3808	0.0006
Horseshoe	SiII1533	5184.7609	1533.4312	FINESTR	-0.2115	0.179	-3.56002308816e+17	2.54120837491e+16	2.044e-18	1.7295e-18	-1.7413e-18	5.5546e-19	6.8146	1.0	0.1997	5184.5112	0.918	1.4284	2.381	0.0006
Horseshoe	HeII1640	5546.4959	1640.417	EMISSION	-0.3778	0.2744	-3.82703459935e+17	3.65142592823e+16	3.3666e-18	2.4449e-18	1.0422e-18	8.2591e-19	2.8144	1.0	0.2164	5547.0865	1.2709	2.3554	2.3815	0.0008
Horseshoe	OIII]1660	5615.4444	1660.809	EMISSION	-0.2165	0.1671	-4.26318021121e+17	3.30408373793e+16	1.8651e-18	1.4393e-18	2.6677e-19	8.512e-19	1.8777	1.0	0.2838	5615.9598	0.5983	1.029	2.3815	0.0004
Horseshoe	OIII1666	5633.5031	1666.15	EMISSION	-0.1769	0.1424	-4.17162695296e+17	3.40270748021e+16	1.5053e-18	1.2111e-18	-1.8995e-18	1.8523e-18	1.8381	1.0	0.3323	5633.0525	0.4356	0.7182	2.3809	0.0003
Horseshoe	SiIII1882	6365.7148	1882.707	EMISSION	-0.1345	0.3697	-6.83978568227e+17	1.38174964458e+17	8.0181e-19	2.2041e-18	3.323e-20	3.6664e-19	2.0963	1.0	0.2235	6365.4259	1.7166	0.8115	2.381	0.0009
Horseshoe	SiIII1892	6397.2339	1892.029	EMISSION	-0.026	0.2107	-5.78519664598e+17	7.19764101278e+16	1.5213e-19	1.2328e-18	-5.7894e-19	8.7844e-19	0.83223	1.0	0.043	6396.5527	5.0092	0.8156	2.3808	0.0026
Horseshoe	CIII]1906	6446.7812	1906.683	EMISSION	-1.0748	0.4293	-9.89592572837e+17	8.35375158925e+16	6.0731e-18	2.4261e-18	-4.9903e-19	4.324e-19	15.199	1.0	0.5295	6447.4533	0.8028	2.7377	2.3815	0.0004
Horseshoe	CIII]1908	6453.716	1908.734	EMISSION	-0.2847	0.2455	-8.85760975976e+17	8.89069638139e+16	1.6045e-18	1.3835e-18	-4.9903e-19	4.324e-19	4.8647	1.0	0.4621	6454.3728	0.537	0.8309	2.3815	0.0003
Horseshoe	NII]2140	7235.661	2140.0	EMISSION	-0.2265	0.6372	-8.12664833075e+17	1.24725419377e+17	1.0358e-18	2.9145e-18	2.2746e-20	8.0905e-19	1.2522	1.0	0.0994	7236.4314	6.577	3.0727	2.3815	0.0031
Horseshoe	OIII2320	7849.8942	2321.664	EMISSION	-0.293	7.8615	-8.34748420577e+17	1.1038770189e+17	1.5377e-18	4.1253e-17	-1.0631e-18	9.5898e-19	2.7121	1.0	0.1186	7850.73	102.5376	3.3335	2.3815	0.0442
Horseshoe	CII2323	7858.5162	2324.214	EMISSION	-0.8936	11.4178	-1.45995145603e+18	3.17672866631e+17	4.7099e-18	6.0177e-17	-1.0631e-18	9.5898e-19	6.0199	1.0	0.3612	7857.6794	24.762	3.3372	2.3808	0.0107
Horseshoe	CII2325b	7862.5364	2325.403	EMISSION	-0.977	3.3927	-1.76257020697e+18	2.6007467511e+17	5.1558e-18	1.7904e-17	-1.0631e-18	9.5898e-19	6.4849	1.0	0.9531	7862.3138	1.3653	1.3827	2.3811	0.0006
Horseshoe	CII2325c	7864.937	2326.113	EMISSION	-0.2	0.7794	-1.4819707189e+18	2.30148825295e+17	1.0567e-18	4.1182e-18	-1.0631e-18	9.5898e-19	2.2104	1.0	0.269	7865.7599	2.9993	1.0027	2.3815	0.0013
Horseshoe	CII2325d	7870.1169	2327.645	EMISSION	-0.0	0.5702	-6.97543517267e+17	1.89903868073e+17	5.2955e-29	3.0236e-18	-1.0631e-18	9.5898e-19	1.1086	1.0	0.0	7870.9548	68522355159.0	1.0033	2.3815	29438490.4739
Horseshoe	CII2328	7874.1506	2328.838	EMISSION	-0.649	0.8326	-1.2815310207e+18	2.64547506337e+17	3.4482e-18	4.4241e-18	-1.0631e-18	9.5898e-19	4.7043	1.0	0.872	7873.3122	1.2705	1.0039	2.3808	0.0005
Horseshoe	[OIII]2331	7881.7988	2331.1	EMISSION	-0.4744	0.562	-1.18166527942e+18	2.22559060804e+17	2.5261e-18	2.9927e-18	-1.0631e-18	9.5898e-19	3.7428	1.0	0.6368	7881.2755	0.8167	1.0048	2.3809	0.0004
S1226+2152	CIII977	3835.7805	977.02	EMISSION	-0.0	0.0468	-3.17076731866e+16	1.20977953289e+16	5.7945e-27	8.566e-19	-5.0818e-18	5.0607e-18	1.0042	1.0	0.0	3836.3667	97068495.0731	0.4666	2.9266	99351.5947
S1226+2152	NII1084	4258.0057	1084.5659	FINESTR	-0.0	0.0236	-5.64135274377e+16	3.6824346924e+15	1.6027e-27	6.7245e-19	-9.4304e-18	3.6083e-18	2.6136	1.0	0.0	4258.6558	306227980.684	0.518	2.9266	282350.7365
S1226+2152	NII1085	4261.8018	1085.5328	FINESTR	-0.0	0.0432	-6.8079750194e+16	3.54336151606e+15	2.6273e-37	1.2286e-18	-9.4304e-18	3.6083e-18	2.6136	1.0	0.0	4262.4531	0.0	1.8094	2.9266	0.0
S1226+2152	CII1334	5234.9699	1334.5323	ISM	1.7158	0.0398	-7.10620591238e+15	1.47417337952e+15	-5.7312e-17	1.3292e-18	8.9021e-19	1.0323e-18	56.38	1.0	-1.2078	5235.3091	0.0391	2.2231	2.923	0.0
S1226+2152	CII1335b	5243.8129	1335.663	FINESTR	-0.0	0.0149	-8.17526196488e+16	1.80162903954e+15	5.8359e-33	4.9825e-19	8.9021e-19	1.0323e-18	-0.86234	1.0	0.0	5243.0195	0.0	0.6379	2.9254	0.0
S1226+2152	CII1335c	5243.9896	1335.708	EMISSION	-0.0	0.0282	-7.51786686489e+16	1.69120693817e+15	9.1785e-39	9.3989e-19	8.9021e-19	1.0323e-18	-0.86234	1.0	0.0	5244.7664	0.0	2.2038	2.9266	0.0
S1226+2152	NIV]1486	5835.999	1486.5	EMISSION	-0.0	0.0175	-1.00088991388e+17	2.77994475038e+15	3.2006e-29	4.8193e-19	-1.7157e-19	1.0795e-18	0.15893	1.0	0.0	5835.1073	10869663078.9	0.7099	2.9254	7312252.3235
S1226+2152	SiII1533	6020.2509	1533.4312	FINESTR	-0.0556	0.0299	-1.46911283776e+17	2.92641830474e+15	1.4179e-18	7.6205e-19	-1.884e-18	8.5789e-19	3.8488	1.0	0.1189	6019.8309	0.2976	0.7323	2.9257	0.0002
S1226+2152	HeII1640	6440.2771	1640.417	EMISSION	-0.0005	0.0453	-1.3972433305e+17	3.35792109989e+15	1.214e-20	1.0678e-18	6.0129e-19	1.9909e-19	-2.9593	1.0	0.0006	6441.2614	94.5141	1.4251	2.9266	0.0576
S1226+2152	OIII]1660	6520.3361	1660.809	EMISSION	-0.0016	0.0337	-1.46115667051e+17	3.44345755097e+15	3.6005e-20	7.7653e-19	-1.6908e-18	1.1103e-18	1.5553	1.0	0.0031	6520.2007	12.9453	0.7932	2.9259	0.0078
S1226+2152	OIII1666	6541.3049	1666.15	EMISSION	-0.0805	0.0404	-1.58270547474e+17	3.57594957581e+15	1.8443e-18	9.2579e-19	-4.0498e-18	3.1929e-18	1.846	1.0	0.1156	6540.3052	0.4169	1.0907	2.9254	0.0003
S1226+2152	SiIII1882	7391.5077	1882.707	EMISSION	-0.0	0.0367	-2.36101015215e+17	8.06205594626e+15	2.1159e-28	6.3628e-19	-8.2486e-19	9.7225e-19	0.84841	1.0	0.0	7392.6373	3907719889.85	0.8991	2.9266	2075585.7868
S1226+2152	SiIII1892	7428.1059	1892.029	EMISSION	-0.0	0.0249	-1.86526590212e+17	5.91978887511e+15	1.0197e-34	4.3235e-19	-2.1783e-18	1.6248e-18	1.3407	1.0	0.0	7429.2411	0.0	0.9036	2.9266	0.0
S1226+2152	CIII]1906	7485.6375	1906.683	EMISSION	-0.0607	0.065	-2.49802000372e+17	9.08665124996e+15	1.0561e-18	1.1309e-18	-1.9107e-18	6.7661e-19	4.3849	1.0	0.1044	7484.5278	0.7058	0.9106	2.9254	0.0004
S1226+2152	CIII]1908	7493.6897	1908.734	EMISSION	-0.1164	0.0502	-2.73444744922e+17	6.77917893312e+15	2.0274e-18	8.7428e-19	-1.9107e-18	6.7661e-19	5.8204	1.0	0.1784	7493.9195	0.3501	1.0219	2.9261	0.0002
S1429+1202	CIII977	3736.613	977.02	EMISSION	-0.0	0.0769	-6.54279820447e+16	1.35541812807e+16	2.5073e-28	2.0201e-18	-1.8943e-18	6.0237e-18	0.31448	1.0	0.0	3736.7015	6228418714.19	0.534	2.8246	6374914.2435
S1429+1202	NII1084	4147.9223	1084.5659	FINESTR	-0.0	0.0389	-4.26237113465e+16	3.99117789743e+15	2.3875e-36	1.257e-18	-4.3338e-18	6.6565e-18	0.65106	1.0	0.0	4146.6208	0.0	0.9761	2.8233	0.0
S1429+1202	NII1085	4151.6202	1085.5328	FINESTR	-0.0	0.0297	-5.55804487643e+16	3.91796977502e+15	1.8982e-31	9.5804e-19	-4.3338e-18	6.6565e-18	0.65106	1.0	0.0	4152.9228	0.0	0.5932	2.8257	0.0
S1429+1202	CII1334	5100.449	1334.5323	ISM	0.7451	0.0596	-6.29491922547e+16	2.47937021464e+15	-2.4275e-17	1.9431e-18	3.3448e-19	1.7163e-18	14.339	1.0	-0.5245	5102.0504	0.1309	2.166	2.8231	0.0001
S1429+1202	CII1335b	5108.2431	1335.663	FINESTR	-0.0	3.8513	-7.58587158233e+16	2.49495247167e+15	3.4748e-28	1.2495e-16	3.3448e-19	1.7163e-18	-0.19488	1.0	0.0	5109.8459	19187267375.4	0.7807	2.8257	14365350.6726
S1429+1202	CII1335c	5108.4152	1335.708	EMISSION	-0.1421	3.9753	-7.58587158233e+16	2.49495247167e+15	4.6116e-18	1.2897e-16	3.3448e-19	1.7163e-18	2.4921	1.0	0.2659	5110.0181	4.0932	0.8158	2.8257	0.0031
S1429+1202	NIV]1486	5685.1192	1486.5	EMISSION	-0.0988	0.11	-1.41810371394e+17	4.11369653794e+15	2.7779e-18	3.093e-18	9.3379e-19	1.6423e-18	1.1229	1.0	0.0624	5686.903	1.7485	2.4142	2.8257	0.0012
S1429+1202	HeII1640	6273.7748	1640.417	EMISSION	-0.5324	0.1002	-2.46474106182e+17	6.26650082996e+15	1.1572e-17	2.1767e-18	4.1933e-18	2.1622e-18	3.4125	1.0	0.3049	6274.6363	0.3803	2.6642	2.825	0.0002
S1429+1202	OIII]1660	6351.764	1660.809	EMISSION	-0.1124	0.106	-1.89367699998e+17	7.044581938e+15	2.3397e-18	2.2066e-18	1.1146e-18	2.7644e-18	0.44318	1.0	0.0636	6351.3747	1.874	2.6973	2.8243	0.0011
S1429+1202	OIII1666	6372.1907	1666.15	EMISSION	-0.4746	0.1179	-2.5342159785e+17	6.87180427957e+15	9.7718e-18	2.4276e-18	-2.3943e-20	9.2685e-19	10.569	1.0	0.2676	6370.2467	0.5174	2.706	2.8233	0.0003
S1429+1202	SiIII1882	7200.4129	1882.707	EMISSION	-0.0	0.0376	-2.76036092722e+17	1.07262471308e+16	2.5033e-35	5.9134e-19	-2.4611e-18	6.7085e-19	3.6686	1.0	0.0	7201.5551	0.0	1.0288	2.8251	0.0
S1429+1202	SiIII1892	7236.0649	1892.029	EMISSION	-0.2962	0.1426	-2.90262904943e+17	1.11715740804e+16	4.6969e-18	2.261e-18	-9.306e-19	2.8028e-18	2.0078	1.0	0.2522	7238.3353	0.7801	1.7918	2.8257	0.0004
